case_number,agency,area,reported_date,crime_code,block_address,verified,locality,description,address,lon,lat
2023-00020408,ACPD,S6-15,2023-03-27T21:56:29Z,Shots Fired 2,2800 SOUTHERN HILLS DR,VERIFIED,Albemarle County,Shots Fired,2800 SOUTHERN HILLS DR Albemarle County,-78.6419891,37.9585077
2023-00022053,ACPD,S4-2,2023-04-04T11:51:07Z,Shots Fired 1,300 ELK DR,VERIFIED,Albemarle County,Shots Fired,300 ELK DR Albemarle County,-78.4504062,38.0398089
2023-00011103,CPD,CASE,2023-04-04T21:37:48Z,13A,500 CHERRY AVE,CASE,Charlottesville,Aggravated Assault,500 CHERRY AVE Charlottesville,-78.49089219999999,38.0260663
2023-00011108,CPD,DS-10,2023-04-04T23:58:11Z,Shots Fired 2,2000 JEFFERSON PARK AVE,VERIFIED,Charlottesville,Shots Fired,2000 JEFFERSON PARK AVE Charlottesville,-78.5127278,38.0265064
2023-00011236,CPD,DS-7,2023-04-05T23:33:13Z,Shots Fired 2,ROCK CREEK RD,VERIFIED,Charlottesville,Shots Fired,ROCK CREEK RD Charlottesville,-78.4992096,38.0218469
2023-00022547,ACPD,S1-7,2023-04-06T17:53:56Z,Shots Fired 2,BERKMAR DR,VERIFIED,Albemarle County,Shots Fired,BERKMAR DR Albemarle County,-78.4607993,38.1058683
2023-00022671,ACPD,S5-13,2023-04-07T09:57:32Z,Shots Fired 2,2100 MARTIN KINGS RD,VERIFIED,Albemarle County,Shots Fired,2100 MARTIN KINGS RD Albemarle County,-78.4247395,37.8998711
2023-00022766,ACPD,S1-6,2023-04-07T22:50:56Z,Shots Fired 2,2400 PEYTON DR,VERIFIED,Albemarle County,Shots Fired,2400 PEYTON DR Albemarle County,-78.4898949,38.07139120000001
2023-00023121,ACPD,S6-4,2023-04-10T05:35:18Z,Shots Fired 2,1800 CANDLEWOOD CT,VERIFIED,Albemarle County,Shots Fired,1800 CANDLEWOOD CT Albemarle County,-78.52553280000001,38.0091863
2023-00024434,ACPD,S8-17,2023-04-15T21:38:14Z,Shots Fired 2,100 MILLER SCHOOL RD,VERIFIED,Albemarle County,Shots Fired,100 MILLER SCHOOL RD Albemarle County,-78.69912599999999,38.047504000000004
2023-00024437,ACPD,S1-6,2023-04-15T22:05:08Z,Shots Fired 2,100 TURTLE CREEK RD,VERIFIED,Albemarle County,Shots Fired,100 TURTLE CREEK RD Albemarle County,-78.4954389,38.0691238
2023-00024466,ACPD,S6-4,2023-04-16T00:11:56Z,Shots Fired 2,1600 ACORN CT,VERIFIED,Albemarle County,Shots Fired,1600 ACORN CT Albemarle County,-78.5228886,37.9989919
2023-00025245,ACPD,S3-20,2023-04-19T18:32:51Z,Shots Fired 2,600 BRIGHTON DR,VERIFIED,Albemarle County,Shots Fired,600 BRIGHTON DR Albemarle County,-78.4782384,38.1085601
2023-00025393,ACPD,S4-10,2023-04-20T12:08:43Z,Shots Fired 2,3900 STONY POINT RD,VERIFIED,Albemarle County,Shots Fired,3900 STONY POINT RD Albemarle County,-78.3684619,38.1128069
2023-00025793,ACPD,S2-1,2023-04-22T00:25:09Z,Shots Fired 1,2800 BROOKMERE RD,VERIFIED,Albemarle County,Shots Fired,2800 BROOKMERE RD Albemarle County,-78.46878,38.0863103
2023-00027064,ACPD,S3-8,2023-04-27T22:34:37Z,Shots Fired 2,2000 BENTIVAR DR,VERIFIED,Albemarle County,Shots Fired,2000 BENTIVAR DR Albemarle County,-78.43711429999999,38.0917434
2023-00027347,ACPD,S4-10,2023-04-29T15:31:21Z,Shots Fired 2,800 WOLF TRAP RD,VERIFIED,Albemarle County,Shots Fired,800 WOLF TRAP RD Albemarle County,-78.41187889999999,38.0584934
2023-00014401,CPD,DN-19,2023-04-29T23:24:06Z,Shots Fired 2,HYDRAULIC RD,VERIFIED,Charlottesville,Shots Fired,HYDRAULIC RD Charlottesville,-78.4930643,38.0639861
2023-00014475,CPD,DS-3,2023-04-30T20:41:26Z,Shots Fired 2,1000 2ND ST,VERIFIED,Charlottesville,Shots Fired,1000 2ND ST Charlottesville,-78.4836552,38.0237568
2023-00027856,ACPD,S1-6,2023-05-01T22:10:40Z,Shots Fired 2,500 BURGOYNE RD,VERIFIED,Albemarle County,Shots Fired,500 BURGOYNE RD Albemarle County,-78.51060319999999,38.0642578
2023-00028846,ACPD,S4-11,2023-05-05T18:06:54Z,Shots Fired 2,900 BLACK CAT RD,VERIFIED,Albemarle County,Shots Fired,900 BLACK CAT RD Albemarle County,-78.3468231,38.0115865
2023-00015089,CPD,DN-7,2023-05-06T01:51:21Z,Shots Fired 1,600 PRESTON PL,VERIFIED,Charlottesville,Shots Fired,600 PRESTON PL Charlottesville,-78.49831549999999,38.0412021
2023-00029158,ACPD,S5-14,2023-05-07T11:29:47Z,Shots Fired 2,IRISH RD,VERIFIED,Albemarle County,Shots Fired,IRISH RD Albemarle County,-78.6286846,37.8262712
2023-00029575,ACPD,S6-15,2023-05-09T10:06:21Z,Shots Fired 2,3900 RED HILL SCHOOL RD,VERIFIED,Albemarle County,Shots Fired,3900 RED HILL SCHOOL RD Albemarle County,-78.6371532,37.9654157
2023-00015707,CPD,CASE,2023-05-10T22:49:38Z,13A,200 MAIN ST,CASE,Charlottesville,Aggravated Assault,200 MAIN ST Charlottesville,-78.4825173,38.0308406
2023-00016054,CPD,CASE,2023-05-13T13:56:47Z,13A,700 PROSPECT AVE,CASE,Charlottesville,Aggravated Assault,700 PROSPECT AVE Charlottesville,-78.49439579999999,38.0246386
2023-00031056,ACPD,S4-10,2023-05-15T14:09:14Z,Shots Fired 2,4200 ECHO VALLEY RD,VERIFIED,Albemarle County,Shots Fired,4200 ECHO VALLEY RD Albemarle County,-78.30801389999999,38.15327509999999
2023-00016425,CPD,DN-8,2023-05-16T14:40:41Z,Shots Fired 1,1100 PRESTON AVE,VERIFIED,Charlottesville,Shots Fired,1100 PRESTON AVE Charlottesville,-78.49199560000001,38.04197260000001
2023-00031915,ACPD,S5-14,2023-05-18T17:40:28Z,Shots Fired 2,6200 SECRETARYS SAND RD,VERIFIED,Albemarle County,Shots Fired,6200 SECRETARYS SAND RD Albemarle County,-78.62145249999999,37.8660518
2023-00031926,ACPD,S8-17,2023-05-18T18:45:00Z,Shots Fired 2,LANETOWN RD,VERIFIED,Albemarle County,Shots Fired,LANETOWN RD Albemarle County,-78.723405,38.073699
2023-00017001,CPD,DS-9,2023-05-21T00:08:11Z,Shots Fired 2,400 7 1/2 ST,VERIFIED,Charlottesville,Shots Fired,400 7 1/2 ST Charlottesville,-78.4921289,38.0282838
2023-00017794,CPD,CASE,2023-05-27T22:42:18Z,13A,700 PROSPECT AVE,CASE,Charlottesville,Aggravated Assault,700 PROSPECT AVE Charlottesville,-78.49439579999999,38.0246386
2023-00017810,CPD,DC-1,2023-05-28T01:56:33Z,Shots Fired 1,300 MAIN ST,VERIFIED,Charlottesville,Shots Fired,300 MAIN ST Charlottesville,-78.4855953,38.0302236
2023-00017820,CPD,DS-3,2023-05-28T08:19:05Z,Shots Fired 3,900 6TH ST,VERIFIED,Charlottesville,Shots Fired,900 6TH ST Charlottesville,-78.4818581,38.0235298
2023-00034158,ACPD,S5-13,2023-05-28T13:40:35Z,Shots Fired 2,2600 MILTON HILLS DR,VERIFIED,Albemarle County,Shots Fired,2600 MILTON HILLS DR Albemarle County,-78.40880659999999,37.9906306
2023-00034403,ACPD,S6-4,2023-05-29T15:55:41Z,Shots Fired 2,300 TIMBERLAND LN,VERIFIED,Albemarle County,Shots Fired,300 TIMBERLAND LN Albemarle County,-78.51976719999999,38.0090168
2023-00034438,ACPD,S5-21,2023-05-29T19:25:18Z,Shots Fired 2,200 HARDWARE ST,VERIFIED,Albemarle County,Shots Fired,200 HARDWARE ST Albemarle County,-78.4967533,37.8048613
2023-00034457,ACPD,S3-20,2023-05-29T20:51:04Z,Shots Fired 2,4200 REDWOOD LN,VERIFIED,Albemarle County,Shots Fired,4200 REDWOOD LN Albemarle County,-78.4598015,38.1473653
2023-00034701,ACPD,CASE,2023-05-30T23:38:48Z,13A,5200 JEFFERSON MILL RD,CASE,Albemarle County,Aggravated Assault,5200 JEFFERSON MILL RD Albemarle County,-78.43634639999999,37.8926051
2023-00018477,CPD,DS-7,2023-06-03T21:01:08Z,Shots Fired 2,1100 FOREST HILLS AVE,VERIFIED,Charlottesville,Shots Fired,1100 FOREST HILLS AVE Charlottesville,-78.4985202,38.0251367
2023-00018915,CPD,DN-8,2023-06-07T23:40:11Z,Shots Fired 2,1600 MADISON AVE,VERIFIED,Charlottesville,Shots Fired,1600 MADISON AVE Charlottesville,-78.48672359999999,38.0416287
2023-00037321,ACPD,S5-13,2023-06-12T18:06:40Z,Shots Fired 2,100 FAIRWOOD LN,VERIFIED,Albemarle County,Shots Fired,100 FAIRWOOD LN Albemarle County,-78.54140799999999,37.9360596
2023-00037339,ACPD,S4-2,2023-06-12T19:28:45Z,Shots Fired 2,800 DORCHESTER PL,VERIFIED,Albemarle County,Shots Fired,800 DORCHESTER PL Albemarle County,-78.44794689999999,38.028567
2023-00019617,CPD,DS-3,2023-06-14T13:44:24Z,Shots Fired 2,200 DICE ST,VERIFIED,Charlottesville,Shots Fired,200 DICE ST Charlottesville,-78.485987,38.0278136
2023-00019658,CPD,DN-4,2023-06-14T22:37:23Z,Shots Fired 2,400 1ST ST,VERIFIED,Charlottesville,Shots Fired,400 1ST ST Charlottesville,-78.4805004,38.0330404
2023-00038078,ACPD,S4-11,2023-06-15T22:40:50Z,Shots Fired 2,6500 GROVE HILL CT,VERIFIED,Albemarle County,Shots Fired,6500 GROVE HILL CT Albemarle County,-78.2744326,38.0789769
2023-00019892,CPD,DN-3,2023-06-16T20:39:23Z,Shots Fired 2,CHARLTON AVE,VERIFIED,Charlottesville,Shots Fired,CHARLTON AVE Charlottesville,-78.4877388,38.0386203
2023-00038551,ACPD,S4-10,2023-06-18T02:52:24Z,Shots Fired 2,KEY WEST DR,VERIFIED,Albemarle County,Shots Fired,KEY WEST DR Albemarle County,-78.4428239,38.0579784
2023-00038674,ACPD,S7-16,2023-06-18T19:50:59Z,Shots Fired 2,2600 YULE FARM,VERIFIED,Albemarle County,Shots Fired,2600 YULE FARM Albemarle County,-78.6238095,38.109178
2023-00039044,ACPD,CASE,2023-06-20T16:34:36Z,09A,1600 RIO HILL DR,CASE,Albemarle County,Murder,1600 RIO HILL DR Albemarle County,-78.4695923,38.0802479
2023-00039521,ACPD,CASE,2023-06-23T08:23:54Z,13A,2400 BERKSHIRE PL,CASE,Albemarle County,Aggravated Assault,2400 BERKSHIRE PL Albemarle County,-78.4960344,38.0661519
2023-00039939,ACPD,S1-7,2023-06-25T13:49:57Z,Shots Fired 1,200 TWENTYNINTH PLACE CT,VERIFIED,Albemarle County,Shots Fired,200 TWENTYNINTH PLACE CT Albemarle County,-78.4799159,38.0760933
2023-00040013,ACPD,S5-14,2023-06-25T21:48:13Z,Shots Fired 1,9700 WARREN FERRY RD,VERIFIED,Albemarle County,Shots Fired,9700 WARREN FERRY RD Albemarle County,-78.5598053,37.77039670000001
2023-00041501,ACPD,S5-13,2023-07-02T17:06:58Z,Shots Fired 3,2100 MARTIN KINGS RD,VERIFIED,Albemarle County,Shots Fired,2100 MARTIN KINGS RD Albemarle County,-78.4247395,37.8998711
2023-00042115,ACPD,S1-6,2023-07-05T21:09:08Z,Shots Fired 2,400 BURGOYNE RD,VERIFIED,Albemarle County,Shots Fired,400 BURGOYNE RD Albemarle County,-78.5128683,38.0639348
2023-00021991,CPD,CASE,2023-07-06T16:41:45Z,13A,500 CHERRY AVE,CASE,Charlottesville,Aggravated Assault,500 CHERRY AVE Charlottesville,-78.49089219999999,38.0260663
2023-00022307,CPD,DS-5,2023-07-09T18:59:09Z,Shots Fired 2,700 PROSPECT AVE,VERIFIED,Charlottesville,Shots Fired,700 PROSPECT AVE Charlottesville,-78.49439579999999,38.0246386
2023-00022513,CPD,DN-15,2023-07-11T22:29:32Z,Shots Fired 2,1600 GREENLEAF LN,VERIFIED,Charlottesville,Shots Fired,1600 GREENLEAF LN Charlottesville,-78.4842567,38.04987990000001
2023-00043414,ACPD,S1-7,2023-07-12T21:38:02Z,Shots Fired 2,100 WOODGATE CT,VERIFIED,Albemarle County,Shots Fired,100 WOODGATE CT Albemarle County,-78.49608959999999,38.0781628
2023-00022656,CPD,CASE,2023-07-13T12:26:17Z,13A,1100 5TH ST,CASE,Charlottesville,Aggravated Assault,1100 5TH ST Charlottesville,-78.497806,38.01713
2023-00044262,ACPD,S1-7,2023-07-17T18:20:30Z,Shots Fired 3,100 WHITEWOOD RD,VERIFIED,Albemarle County,Shots Fired,100 WHITEWOOD RD Albemarle County,-78.4962561,38.0755353
2023-00044296,ACPD,S1-6,2023-07-17T22:03:07Z,Shots Fired 1,200 SAPONI LN,VERIFIED,Albemarle County,Shots Fired,200 SAPONI LN Albemarle County,-78.51327289999999,38.063192
2023-00044732,ACPD,S6-15,2023-07-19T17:17:13Z,Shots Fired 2,4000 MONACAN TRAIL RD,VERIFIED,Albemarle County,Shots Fired,4000 MONACAN TRAIL RD Albemarle County,-78.668318,37.941235
2023-00045230,ACPD,CASE,2023-07-21T17:04:35Z,09A,2000 BERKMAR DR,CASE,Albemarle County,Murder,2000 BERKMAR DR Albemarle County,-78.4770326,38.0784732
2023-00023926,CPD,DS-1,2023-07-25T00:49:39Z,Shots Fired 2,900 ROUGEMONT AVE,VERIFIED,Charlottesville,Shots Fired,900 ROUGEMONT AVE Charlottesville,-78.4815843,38.0149565
2023-00046406,ACPD,S6-4,2023-07-27T00:25:17Z,Shots Fired 2,300 TIMBERLAND LN,VERIFIED,Albemarle County,Shots Fired,300 TIMBERLAND LN Albemarle County,-78.51976719999999,38.0090168
2023-00046868,ACPD,S5-3,2023-07-28T21:37:20Z,Shots Fired 2,1200 SWAN LAKE DR,VERIFIED,Albemarle County,Shots Fired,1200 SWAN LAKE DR Albemarle County,-78.4948151,38.0042845
2023-00024598,CPD,DS-3,2023-07-31T10:15:19Z,Shots Fired 2,1500 ROSA TER,VERIFIED,Charlottesville,Shots Fired,1500 ROSA TER Charlottesville,-78.48598539999999,38.0196294
2023-00024672,CPD,CASE,2023-07-31T23:31:03Z,13A,700 PROSPECT AVE,CASE,Charlottesville,Aggravated Assault,700 PROSPECT AVE Charlottesville,-78.49439579999999,38.0246386
2023-00047479,ACPD,S6-4,2023-08-01T02:19:04Z,Shots Fired 2,HICKORY ST,VERIFIED,Albemarle County,Shots Fired,HICKORY ST Albemarle County,-78.5192854,37.9996478
2023-00024806,CPD,DN-19,2023-08-02T03:52:58Z,Shots Fired 2,1600 CEDAR HILL RD,VERIFIED,Charlottesville,Shots Fired,1600 CEDAR HILL RD Charlottesville,-78.4997502,38.0591968
2023-00047929,ACPD,S6-4,2023-08-02T23:08:27Z,Shots Fired 2,1800 CANDLEWOOD CT,VERIFIED,Albemarle County,Shots Fired,1800 CANDLEWOOD CT Albemarle County,-78.52553280000001,38.0091863
2023-00048582,ACPD,S5-14,2023-08-06T00:20:46Z,Shots Fired 1,5500 SERENE LN,VERIFIED,Albemarle County,Shots Fired,5500 SERENE LN Albemarle County,-78.6182749,37.8853207
2023-00025738,CPD,CASE,2023-08-10T01:37:27Z,13A,HARTMANS MILL RD,CASE,Charlottesville,Aggravated Assault,HARTMANS MILL RD Charlottesville,-78.489302,38.020781
2023-00049578,ACPD,S8-17,2023-08-10T22:24:39Z,Shots Fired 2,300 JOLIET CT,VERIFIED,Albemarle County,Shots Fired,300 JOLIET CT Albemarle County,-78.68938729999999,38.0604707
2023-00049583,ACPD,S2-1,2023-08-10T23:05:07Z,Shots Fired 1,700 OLD BROOK RD,VERIFIED,Albemarle County,Shots Fired,700 OLD BROOK RD Albemarle County,-78.4713319,38.0758921
2023-00051323,ACPD,S1-7,2023-08-17T21:55:05Z,Shots Fired 2,EARLYSVILLE RD,VERIFIED,Albemarle County,Shots Fired,EARLYSVILLE RD Albemarle County,-78.4718291,38.1174668
2023-00051633,ACPD,S4-10,2023-08-18T23:24:32Z,Shots Fired 2,3700 ASHLEIGH WAY RD,VERIFIED,Albemarle County,Shots Fired,3700 ASHLEIGH WAY RD Albemarle County,-78.3722745,38.1397962
2023-00052495,ACPD,S4-11,2023-08-22T18:21:06Z,Shots Fired 2,600 BUNKER HILL LN,VERIFIED,Albemarle County,Shots Fired,600 BUNKER HILL LN Albemarle County,-78.3474849,38.02442800000001
2023-00053439,ACPD,S2-1,2023-08-26T21:50:55Z,Shots Fired 2,800 MALLSIDE FOREST CT,VERIFIED,Albemarle County,Shots Fired,800 MALLSIDE FOREST CT Albemarle County,-78.4684583,38.07985
2023-00027779,CPD,CASE,2023-08-27T22:51:38Z,13A,1600 MONTICELLO AVE,CASE,Charlottesville,Aggravated Assault,1600 MONTICELLO AVE Charlottesville,-78.47598789999999,38.0166006
2023-00053776,ACPD,CASE,2023-08-28T17:12:31Z,13A,1600 SEMINOLE TRL,CASE,Albemarle County,Aggravated Assault,1600 SEMINOLE TRL Albemarle County,-78.47574940000001,38.0806127
2023-00026299,UPD,UPD7,2023-09-01T02:04:23Z,Shots Fired 2,100 BAYLY DR,VERIFIED,Charlottesville,Shots Fired,100 BAYLY DR Charlottesville,-78.50310879999999,38.0388538
2023-00054993,ACPD,S5-3,2023-09-02T17:22:29Z,Shots Fired 2,1800 BROADWAY ST,VERIFIED,Albemarle County,Shots Fired,1800 BROADWAY ST Albemarle County,-78.6114999,38.0567092
2023-00055126,ACPD,S2-1,2023-09-03T14:27:07Z,Shots Fired 3,800 MALLSIDE FOREST CT,VERIFIED,Albemarle County,Shots Fired,800 MALLSIDE FOREST CT Albemarle County,-78.4684583,38.07985
2023-00055495,ACPD,S7-16,2023-09-05T06:19:15Z,Shots Fired 2,4300 DICK WOODS RD,VERIFIED,Albemarle County,Shots Fired,4300 DICK WOODS RD Albemarle County,-78.6428486,38.0255673
2023-00055569,ACPD,S6-15,2023-09-05T12:03:04Z,Shots Fired 1,MONACAN TRAIL RD,VERIFIED,Albemarle County,Shots Fired,MONACAN TRAIL RD Albemarle County,-78.6511309,37.961788
2023-00029452,CPD,DN-8,2023-09-13T12:57:12Z,Shots Fired 1,MADISON AVE,VERIFIED,Charlottesville,Shots Fired,MADISON AVE Charlottesville,-78.4896709,38.0419772
2023-00057436,ACPD,CASE,2023-09-13T19:03:24Z,13A,1500 RIO RD,CASE,Albemarle County,Aggravated Assault,1500 RIO RD Albemarle County,-78.47411009999999,38.0824751
2023-00061194,ACPD,S3-20,2023-10-01T13:07:56Z,Shots Fired 2,1500 SIMMONS GAP RD,VERIFIED,Albemarle County,Shots Fired,1500 SIMMONS GAP RD Albemarle County,-78.53659669999999,38.2283025
2023-00061249,ACPD,S2-1,2023-10-01T20:30:37Z,Shots Fired 2,EXETER CT,VERIFIED,Albemarle County,Shots Fired,EXETER CT Albemarle County,-78.4704566,38.0742174
2023-00031755,CPD,DS-10,2023-10-05T01:27:23Z,Shots Fired 2,100 SHAMROCK RD,VERIFIED,Charlottesville,Shots Fired,100 SHAMROCK RD Charlottesville,-78.5106983,38.0270359
2023-00063823,ACPD,S7-16,2023-10-13T18:19:11Z,Shots Fired 2,2200 WESTOVER DR,VERIFIED,Albemarle County,Shots Fired,2200 WESTOVER DR Albemarle County,-78.633038,38.097172
2023-00032734,CPD,CASE,2023-10-14T02:59:30Z,09A,200 MARKET ST,CASE,Charlottesville,Murder,200 MARKET ST Charlottesville,-78.48206499999999,38.0316903
2023-00065361,ACPD,S8-18,2023-10-20T15:02:14Z,Shots Fired 2,400 HALF MILE BRANCH RD,VERIFIED,Albemarle County,Shots Fired,400 HALF MILE BRANCH RD Albemarle County,-78.7256246,38.0472163
2023-00066005,ACPD,S4-12,2023-10-23T18:47:14Z,Shots Fired 2,PADDINGTON CIR,VERIFIED,Albemarle County,Shots Fired,PADDINGTON CIR Albemarle County,-78.3778173,37.9927755
2023-00034329,CPD,DC-5,2023-10-29T03:33:46Z,Shots Fired 1,100 14TH ST,VERIFIED,Charlottesville,Shots Fired,100 14TH ST Charlottesville,-78.4993999,38.03418449999999
2023-00067182,ACPD,S4-2,2023-10-29T05:37:25Z,Shots Fired 2,1400 WILTON FARM RD,VERIFIED,Albemarle County,Shots Fired,1400 WILTON FARM RD Albemarle County,-78.4497739,38.0375325
2023-00067818,ACPD,S1-6,2023-10-31T22:29:20Z,Shots Fired 2,2400 HYDRAULIC RD,VERIFIED,Albemarle County,Shots Fired,2400 HYDRAULIC RD Albemarle County,-78.4950411,38.0653316
2023-00034701,CPD,DS-10,2023-11-02T04:03:48Z,Shots Fired 2,100 OBSERVATORY AVE,VERIFIED,Charlottesville,Shots Fired,100 OBSERVATORY AVE Charlottesville,-78.5136586,38.0269664
2023-00068782,ACPD,S2-1,2023-11-05T16:53:35Z,Shots Fired 2,1000 GLENWOOD STATION LN,VERIFIED,Albemarle County,Shots Fired,1000 GLENWOOD STATION LN Albemarle County,-78.47141220000002,38.0764193
2023-00035180,CPD,CASE,2023-11-07T14:11:55Z,13A,HARRIS RD @ 5TH ST,CASE,Charlottesville,Aggravated Assault,HARRIS RD @ 5TH ST Charlottesville,-78.50016509999999,38.01441880000001
2023-00069949,ACPD,CASE,2023-11-11T19:07:56Z,13A,300 PANTOPS CTR,CASE,Albemarle County,Aggravated Assault,300 PANTOPS CTR Albemarle County,-78.4575468,38.0328485
2023-00035599,CPD,DN-6,2023-11-11T19:21:27Z,Shots Fired 2,400 11TH ST,VERIFIED,Charlottesville,Shots Fired,400 11TH ST Charlottesville,-78.4940467,38.03764160000001
2023-00070017,ACPD,S1-6,2023-11-12T09:26:48Z,Shots Fired 2,2400 PEYTON DR,VERIFIED,Albemarle County,Shots Fired,2400 PEYTON DR Albemarle County,-78.4898949,38.07139120000001
2023-00035808,CPD,DS-9,2023-11-13T23:33:29Z,Shots Fired 2,600 DICE ST,VERIFIED,Charlottesville,Shots Fired,600 DICE ST Charlottesville,-78.4898448,38.0292096
2023-00035925,CPD,DS-9,2023-11-15T05:01:18Z,Shots Fired 2,700 PINE ST,VERIFIED,Charlottesville,Shots Fired,700 PINE ST Charlottesville,-78.4953094,38.0271515
2023-00070644,ACPD,S8-18,2023-11-15T07:13:16Z,Shots Fired 2,400 HALF MILE BRANCH RD,VERIFIED,Albemarle County,Shots Fired,400 HALF MILE BRANCH RD Albemarle County,-78.7256246,38.0472163
2023-00071301,ACPD,S7-16,2023-11-18T19:35:33Z,Shots Fired 2,300 TURKEY RIDGE RD,VERIFIED,Albemarle County,Shots Fired,300 TURKEY RIDGE RD Albemarle County,-78.65352299999999,38.038911
2023-00072394,ACPD,CASE,2023-11-22T21:41:01Z,13A,5700 ALBERENE RD,CASE,Albemarle County,Aggravated Assault,5700 ALBERENE RD Albemarle County,-78.62108289999999,37.8738251
2023-00036737,CPD,DS-7,2023-11-23T23:47:04Z,Shots Fired 2,700 SHAMROCK RD,VERIFIED,Charlottesville,Shots Fired,700 SHAMROCK RD Charlottesville,-78.5034051,38.0213796
2023-00072616,ACPD,S2-1,2023-11-24T08:46:25Z,Shots Fired 2,900 RIVERRUN DR,VERIFIED,Albemarle County,Shots Fired,900 RIVERRUN DR Albemarle County,-78.45149260000001,38.0592038
2023-00036777,CPD,DS-5,2023-11-24T20:28:32Z,Shots Fired 1,700 PROSPECT AVE,VERIFIED,Charlottesville,Shots Fired,700 PROSPECT AVE Charlottesville,-78.49439579999999,38.0246386
2023-00072987,ACPD,S7-5,2023-11-26T02:33:31Z,Shots Fired 1,NA,VERIFIED,Albemarle County,Shots Fired,NA Albemarle County,-78.6114999,38.0567092
2023-00036940,CPD,CASE,2023-11-27T00:38:18Z,13A,100 OLD PRESTON AVE,CASE,Charlottesville,Aggravated Assault,100 OLD PRESTON AVE Charlottesville,-78.4829043,38.0312325
2023-00074771,ACPD,S5-21,2023-12-04T17:45:02Z,Shots Fired 2,200 HARDWARE ST,VERIFIED,Albemarle County,Shots Fired,200 HARDWARE ST Albemarle County,-78.4967533,37.8048613
2023-00075184,ACPD,S3-8,2023-12-06T16:40:54Z,Shots Fired 2,1000 MONACAN LN,VERIFIED,Albemarle County,Shots Fired,1000 MONACAN LN Albemarle County,-78.4517556,38.1259752
2023-00038104,CPD,DS-5,2023-12-08T01:19:51Z,Shots Fired 2,700 PROSPECT AVE,VERIFIED,Charlottesville,Shots Fired,700 PROSPECT AVE Charlottesville,-78.49439579999999,38.0246386
2023-00075646,ACPD,S8-18,2023-12-09T10:27:34Z,Shots Fired 2,400 HALF MILE BRANCH RD,VERIFIED,Albemarle County,Shots Fired,400 HALF MILE BRANCH RD Albemarle County,-78.7256246,38.0472163
2023-00038321,CPD,DS-7,2023-12-09T21:41:17Z,Shots Fired 2,1400 FOREST RIDGE RD,VERIFIED,Charlottesville,Shots Fired,1400 FOREST RIDGE RD Charlottesville,-78.4977693,38.0253485
2023-00038740,CPD,DN-11,2023-12-14T00:12:49Z,Shots Fired 2,300 RIVERSIDE AVE,VERIFIED,Charlottesville,Shots Fired,300 RIVERSIDE AVE Charlottesville,-78.4553269,38.0239342
2023-00038824,CPD,CASE,2023-12-14T20:04:51Z,13A,600 DICE ST,CASE,Charlottesville,Aggravated Assault,600 DICE ST Charlottesville,-78.4898448,38.0292096
2023-00077037,ACPD,S3-9,2023-12-16T21:42:46Z,Shots Fired 2,3500 SEMINOLE TRL,VERIFIED,Albemarle County,Shots Fired,3500 SEMINOLE TRL Albemarle County,-78.4355817,38.132608
2023-00078350,ACPD,S1-6,2023-12-22T20:27:25Z,Shots Fired 2,2600 BARRACKS RD,VERIFIED,Albemarle County,Shots Fired,2600 BARRACKS RD Albemarle County,-78.5156793,38.0610071
2023-00039621,CPD,CASE,2023-12-24T02:35:42Z,13A,800 RIDGE ST,CASE,Charlottesville,Aggravated Assault,800 RIDGE ST Charlottesville,-78.4913146,38.0222031
2023-00078702,ACPD,S4-11,2023-12-25T05:44:11Z,Shots Fired 2,LOUISA RD,VERIFIED,Albemarle County,Shots Fired,LOUISA RD Albemarle County,-78.3037179,38.0542602
2023-00078952,ACPD,S8-17,2023-12-26T21:07:09Z,Shots Fired 3,5600 FRANK TATE RD,VERIFIED,Albemarle County,Shots Fired,5600 FRANK TATE RD Albemarle County,-78.69499619999999,38.0456808
2023-00079246,ACPD,S6-4,2023-12-28T10:46:12Z,Shots Fired 2,1900 BEECHCREST CT,VERIFIED,Albemarle County,Shots Fired,1900 BEECHCREST CT Albemarle County,-78.5255129,38.0101595
2023-00079569,ACPD,S8-17,2023-12-29T20:48:35Z,Shots Fired 2,5700 THREE NOTCH'D RD,VERIFIED,Albemarle County,Shots Fired,5700 THREE NOTCH'D RD Albemarle County,-78.6966923,38.0692431
2023-00079575,ACPD,S4-10,2023-12-29T21:25:42Z,Shots Fired 2,400 ROCKY HOLLOW RD,VERIFIED,Albemarle County,Shots Fired,400 ROCKY HOLLOW RD Albemarle County,-78.42352190000001,38.0472523
2024-00000960,ACPD,S7-16,2024-01-05T20:40:27Z,Shots Fired 2,2500 DUNMORE RD,VERIFIED,Albemarle County,Shots Fired,2500 DUNMORE RD Albemarle County,-78.6126749,38.1058277
2024-00001218,ACPD,S4-10,2024-01-07T14:45:55Z,Shots Fired 2,3300 BURNT MILL RD,VERIFIED,Albemarle County,Shots Fired,3300 BURNT MILL RD Albemarle County,-78.3847957,38.1155007
2024-00000818,CPD,DS-8,2024-01-09T20:08:57Z,Shots Fired 2,2300 CENTER AVE,VERIFIED,Charlottesville,Shots Fired,2300 CENTER AVE Charlottesville,-78.5102989,38.0243895
2024-00000836,CPD,DS-9,2024-01-10T00:13:42Z,Shots Fired 2,ESTES ST,VERIFIED,Charlottesville,Shots Fired,ESTES ST Charlottesville,-78.4935255,38.030907
