school_year,division,school,subgroup,n_students,percent,school_level,school_short
2018-2019,ACPS,Scottsville Elementary,Economically Disadvantaged,15,13.8,Elementary,Scottsville
2018-2019,ACPS,Scottsville Elementary,English Learners,0,0,Elementary,Scottsville
2018-2019,ACPS,Scottsville Elementary,Homeless,0,0,Elementary,Scottsville
2018-2019,ACPS,Scottsville Elementary,Military Connected,0,0,Elementary,Scottsville
2018-2019,ACPS,Stone Robinson Elementary,All Students,42,10.1,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Asian,2,11.1,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Black,5,16.1,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Hispanic,5,14.7,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Native Hawaiian,0,0,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,White,28,9,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Multiple Races,2,9.1,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Students with Disabilities,10,17.2,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Economically Disadvantaged,19,16.8,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,English Learners,2,11.8,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Homeless,0,0,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Military Connected,0,0,Elementary,Stone Robinson
2018-2019,ACPS,Stone Robinson Elementary,Foster Care,0,0,Elementary,Stone Robinson
2018-2019,ACPS,Stony Point Elementary,All Students,14,6.1,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,Asian,0,0,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,Black,4,14.8,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,Hispanic,1,3.4,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,White,6,4.1,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,Multiple Races,3,15.8,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,Students with Disabilities,5,20,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,Economically Disadvantaged,10,15.4,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,English Learners,0,0,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,Military Connected,0,0,Elementary,Stony Point
2018-2019,ACPS,Stony Point Elementary,Foster Care,0,0,Elementary,Stony Point
2018-2019,ACPS,Virginia L. Murray Elementary,All Students,7,2.7,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,American Indian,0,0,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Asian,1,5.9,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Black,1,10,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Hispanic,0,0,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Native Hawaiian,0,0,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,White,5,2.6,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Multiple Races,0,0,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Students with Disabilities,0,0,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Economically Disadvantaged,3,17.6,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,English Learners,0,0,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Homeless,0,0,Elementary,Va Murray
2018-2019,ACPS,Virginia L. Murray Elementary,Military Connected,0,0,Elementary,Va Murray
2018-2019,ACPS,Western Albemarle High,All Students,71,6.2,High,WAHS
2018-2019,ACPS,Western Albemarle High,American Indian,0,0,High,WAHS
2018-2019,ACPS,Western Albemarle High,Asian,3,10.7,High,WAHS
2018-2019,ACPS,Western Albemarle High,Black,3,15.8,High,WAHS
2018-2019,ACPS,Western Albemarle High,Hispanic,4,8,High,WAHS
2018-2019,ACPS,Western Albemarle High,Native Hawaiian,0,0,High,WAHS
2018-2019,ACPS,Western Albemarle High,White,58,5.8,High,WAHS
2018-2019,ACPS,Western Albemarle High,Multiple Races,3,8.1,High,WAHS
2018-2019,ACPS,Western Albemarle High,Students with Disabilities,15,12.2,High,WAHS
2018-2019,ACPS,Western Albemarle High,Economically Disadvantaged,20,16.5,High,WAHS
2018-2019,ACPS,Western Albemarle High,English Learners,1,9.1,High,WAHS
2018-2019,ACPS,Western Albemarle High,Homeless,0,0,High,WAHS
2018-2019,ACPS,Western Albemarle High,Military Connected,2,12.5,High,WAHS
2018-2019,ACPS,Western Albemarle High,Foster Care,0,0,High,WAHS
2018-2019,ACPS,Woodbrook Elementary,All Students,27,5.6,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,Asian,1,2.6,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,Black,13,9.2,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,Hispanic,5,4.8,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,White,5,3,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,Multiple Races,3,8.1,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,Students with Disabilities,8,12.1,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,Economically Disadvantaged,23,7.8,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,English Learners,6,5.4,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,Homeless,2,20,Elementary,Woodbrook
2018-2019,ACPS,Woodbrook Elementary,Military Connected,0,0,Elementary,Woodbrook
2018-2019,CCS,Buford Middle,All Students,60,11.4,Middle,Buford
2018-2019,CCS,Buford Middle,American Indian,0,0,Middle,Buford
2018-2019,CCS,Buford Middle,Asian,0,0,Middle,Buford
2018-2019,CCS,Buford Middle,Black,34,18.3,Middle,Buford
2018-2019,CCS,Buford Middle,Hispanic,7,9.2,Middle,Buford
2018-2019,CCS,Buford Middle,White,13,6.6,Middle,Buford
2018-2019,CCS,Buford Middle,Multiple Races,6,17.1,Middle,Buford
2018-2019,CCS,Buford Middle,Students with Disabilities,13,19.1,Middle,Buford
2018-2019,CCS,Buford Middle,Economically Disadvantaged,48,18.1,Middle,Buford
2018-2019,CCS,Buford Middle,English Learners,2,3.4,Middle,Buford
2018-2019,CCS,Buford Middle,Homeless,4,40,Middle,Buford
2018-2019,CCS,Buford Middle,Military Connected,0,0,Middle,Buford
2018-2019,CCS,Buford Middle,Foster Care,0,0,Middle,Buford
2018-2019,CCS,Burnley-Moran Elementary,All Students,41,11.1,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Asian,1,9.1,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Black,18,18.8,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Hispanic,5,11.4,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,White,15,7.9,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Multiple Races,2,7.1,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Students with Disabilities,5,11.1,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Economically Disadvantaged,32,19.3,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,English Learners,5,11.9,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Homeless,0,0,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Military Connected,0,0,Elementary,Burnley-Moran
2018-2019,CCS,Burnley-Moran Elementary,Foster Care,0,0,Elementary,Burnley-Moran
2018-2019,CCS,Charlottesville High,All Students,92,7.8,High,CHS
2018-2019,CCS,Charlottesville High,Asian,3,4.1,High,CHS
2018-2019,CCS,Charlottesville High,Black,45,13.2,High,CHS
2018-2019,CCS,Charlottesville High,Hispanic,13,9.1,High,CHS
2018-2019,CCS,Charlottesville High,Native Hawaiian,0,0,High,CHS
2018-2019,CCS,Charlottesville High,White,21,3.9,High,CHS
2018-2019,CCS,Charlottesville High,Multiple Races,9,11.5,High,CHS
2018-2019,CCS,Charlottesville High,Students with Disabilities,30,18,High,CHS
2018-2019,CCS,Charlottesville High,Economically Disadvantaged,73,14.6,High,CHS
2018-2019,CCS,Charlottesville High,English Learners,12,8.3,High,CHS
2018-2019,CCS,Charlottesville High,Homeless,6,33.3,High,CHS
2018-2019,CCS,Charlottesville High,Military Connected,0,0,High,CHS
2018-2019,CCS,Charlottesville High,Foster Care,3,30,High,CHS
2018-2019,CCS,Clark Elementary,All Students,23,8.7,Elementary,Clark
2018-2019,CCS,Clark Elementary,Asian,2,13.3,Elementary,Clark
2018-2019,CCS,Clark Elementary,Black,13,12,Elementary,Clark
2018-2019,CCS,Clark Elementary,Hispanic,2,6.5,Elementary,Clark
2018-2019,CCS,Clark Elementary,White,6,7.2,Elementary,Clark
2018-2019,CCS,Clark Elementary,Multiple Races,0,0,Elementary,Clark
2018-2019,CCS,Clark Elementary,Students with Disabilities,5,10.4,Elementary,Clark
2018-2019,CCS,Clark Elementary,Economically Disadvantaged,20,11.8,Elementary,Clark
2018-2019,CCS,Clark Elementary,English Learners,2,3.7,Elementary,Clark
2018-2019,CCS,Clark Elementary,Homeless,0,0,Elementary,Clark
2018-2019,CCS,Clark Elementary,Military Connected,0,0,Elementary,Clark
2018-2019,CCS,Clark Elementary,Foster Care,0,0,Elementary,Clark
2018-2019,CCS,Greenbrier Elementary,All Students,22,6,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Asian,4,6.7,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Black,7,13.2,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Hispanic,1,2.6,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,White,5,2.8,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Multiple Races,5,12.5,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Students with Disabilities,5,14.7,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Economically Disadvantaged,17,10.5,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,English Learners,7,6.7,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Homeless,0,0,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Military Connected,0,0,Elementary,Greenbrier
2018-2019,CCS,Greenbrier Elementary,Foster Care,0,0,Elementary,Greenbrier
2018-2019,CCS,Jackson-Via Elementary,All Students,27,8.6,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,American Indian,0,0,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Asian,0,0,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Black,12,8.7,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Hispanic,1,2.2,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,White,10,11.1,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Multiple Races,4,13.8,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Students with Disabilities,13,26,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Economically Disadvantaged,17,10.6,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,English Learners,0,0,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Homeless,0,0,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Military Connected,2,20,Elementary,Jackson-Via
2018-2019,CCS,Jackson-Via Elementary,Foster Care,0,0,Elementary,Jackson-Via
2018-2019,CCS,Johnson Elementary,All Students,13,4.2,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Asian,0,0,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Black,7,5.5,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Hispanic,3,8.6,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,White,2,1.8,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Multiple Races,0,0,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Students with Disabilities,3,10,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Economically Disadvantaged,8,6.1,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,English Learners,2,4.3,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Homeless,0,0,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Military Connected,0,0,Elementary,Johnson
2018-2019,CCS,Johnson Elementary,Foster Care,0,0,Elementary,Johnson
2018-2019,CCS,Venable Elementary,All Students,10,3.2,Elementary,Venable
2018-2019,CCS,Venable Elementary,Asian,1,4.3,Elementary,Venable
2018-2019,CCS,Venable Elementary,Black,3,5.2,Elementary,Venable
2018-2019,CCS,Venable Elementary,Hispanic,0,0,Elementary,Venable
2018-2019,CCS,Venable Elementary,White,3,1.6,Elementary,Venable
2018-2019,CCS,Venable Elementary,Multiple Races,3,13,Elementary,Venable
2018-2019,CCS,Venable Elementary,Students with Disabilities,2,8.7,Elementary,Venable
2018-2019,CCS,Venable Elementary,Economically Disadvantaged,7,8.8,Elementary,Venable
2018-2019,CCS,Venable Elementary,English Learners,2,7.7,Elementary,Venable
2018-2019,CCS,Venable Elementary,Homeless,2,16.7,Elementary,Venable
2018-2019,CCS,Venable Elementary,Military Connected,0,0,Elementary,Venable
2018-2019,CCS,Walker Upper Elementary,All Students,63,9.8,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Asian,2,5.1,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Black,28,11.3,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Hispanic,10,12,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,White,21,8.7,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Multiple Races,2,5.6,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Students with Disabilities,19,15.6,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Economically Disadvantaged,47,13.1,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,English Learners,13,11.7,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Homeless,0,0,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Military Connected,0,0,Middle,Walker
2018-2019,CCS,Walker Upper Elementary,Foster Care,0,0,Middle,Walker
2019-2020,ACPS,Agnor-Hurt Elementary,All Students,32,7.4,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,Asian,1,6.7,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,Black,5,5.7,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,Hispanic,10,9.5,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,White,11,6.3,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,Multiple Races,5,10,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,Students with Disabilities,9,15.3,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,Economically Disadvantaged,20,9.3,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,English Learners,8,8.6,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,Homeless,0,0,Elementary,Agnor-Hurt
2019-2020,ACPS,Agnor-Hurt Elementary,Military Connected,0,0,Elementary,Agnor-Hurt
2019-2020,ACPS,Albemarle County Community Public Charter,All Students,2,3.6,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,American Indian,0,0,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,Black,0,0,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,Hispanic,0,0,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,White,1,2.3,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,Multiple Races,0,0,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,Students with Disabilities,0,0,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,Economically Disadvantaged,0,0,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,English Learners,0,0,Middle,ACCP
2019-2020,ACPS,Albemarle County Community Public Charter,Foster Care,0,0,Middle,ACCP
2019-2020,ACPS,Albemarle High,All Students,210,11,High,AHS
2019-2020,ACPS,Albemarle High,American Indian,0,0,High,AHS
2019-2020,ACPS,Albemarle High,Asian,9,5.7,High,AHS
2019-2020,ACPS,Albemarle High,Black,38,12.6,High,AHS
2019-2020,ACPS,Albemarle High,Hispanic,41,14.6,High,AHS
2019-2020,ACPS,Albemarle High,Native Hawaiian,0,0,High,AHS
2019-2020,ACPS,Albemarle High,White,106,10.1,High,AHS
2019-2020,ACPS,Albemarle High,Multiple Races,16,13.2,High,AHS
2019-2020,ACPS,Albemarle High,Students with Disabilities,35,13.9,High,AHS
2019-2020,ACPS,Albemarle High,Economically Disadvantaged,109,17.4,High,AHS
2019-2020,ACPS,Albemarle High,English Learners,38,17.8,High,AHS
2019-2020,ACPS,Albemarle High,Homeless,5,18.5,High,AHS
2019-2020,ACPS,Albemarle High,Military Connected,4,8.2,High,AHS
2019-2020,ACPS,Albemarle High,Foster Care,0,0,High,AHS
2019-2020,ACPS,Baker-Butler Elem,All Students,56,8.4,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Asian,4,10,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Black,4,7,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Hispanic,7,7.4,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,White,37,8.9,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Multiple Races,4,6.9,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Students with Disabilities,14,16.9,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Economically Disadvantaged,25,13.7,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,English Learners,9,12.5,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Homeless,0,0,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Military Connected,6,10.3,Elementary,Baker-Butler
2019-2020,ACPS,Baker-Butler Elem,Foster Care,0,0,Elementary,Baker-Butler
2019-2020,ACPS,Broadus Wood Elementary,All Students,15,5.6,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,Black,0,0,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,Hispanic,2,20,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,White,11,4.6,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,Multiple Races,2,15.4,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,Students with Disabilities,6,20,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,Economically Disadvantaged,5,11.4,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,English Learners,0,0,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,Military Connected,1,5.3,Elementary,Broadus Wood
2019-2020,ACPS,Broadus Wood Elementary,Foster Care,0,0,Elementary,Broadus Wood
2019-2020,ACPS,Brownsville Elementary,All Students,44,5.1,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Asian,0,0,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Black,1,4.5,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Hispanic,0,0,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Native Hawaiian,0,0,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,White,37,5.2,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Multiple Races,6,11.8,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Students with Disabilities,7,9.3,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Economically Disadvantaged,11,10.4,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,English Learners,0,0,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Homeless,0,0,Elementary,Brownsville
2019-2020,ACPS,Brownsville Elementary,Military Connected,3,8.8,Elementary,Brownsville
2019-2020,ACPS,Crozet Elementary,All Students,29,8.6,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Asian,0,0,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Black,0,0,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Hispanic,3,13.6,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Native Hawaiian,0,0,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,White,22,7.6,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Multiple Races,2,16.7,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Students with Disabilities,5,16.7,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Economically Disadvantaged,13,14.6,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,English Learners,0,0,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Homeless,0,0,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Military Connected,0,0,Elementary,Crozet
2019-2020,ACPS,Crozet Elementary,Foster Care,0,0,Elementary,Crozet
2019-2020,ACPS,Hollymead Elementary,All Students,36,8.6,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,American Indian,0,0,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,Asian,9,11.7,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,Black,1,5.6,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,Hispanic,3,13,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,White,21,8.1,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,Multiple Races,2,5.4,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,Students with Disabilities,3,5.6,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,Economically Disadvantaged,6,10.2,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,English Learners,6,14.6,Elementary,Hollymead
2019-2020,ACPS,Hollymead Elementary,Military Connected,4,6.3,Elementary,Hollymead
2019-2020,ACPS,Jack Jouett Middle,All Students,72,11.2,Middle,Journey
2019-2020,ACPS,Jack Jouett Middle,American Indian,0,0,Middle,Journey
