type,county_code,license_name,business_name,premise_street,premise_city,premise_zip_code,business_type
7,165,"Ammosnatch, Llc",No Business Name Provided,23 Toni Street,Harrisonburg,22802,Residential
2,660,Pawn Emporium Inc,No Business Name Provided,268 N Main St,Harrisonburg,22802,Residential
1,165,M Three Limited,No Business Name Provided,270 Fairway Drive,Harrisonburg,228020000,Residential
1,165,"Orebaugh, Harold J",Harolds Gun Shop,1682 Lacey Spring Rd,Harrisonburg,228020000,Business
1,165,North River Rifles Llc,No Business Name Provided,5175 Spring Creek Road,Bridgewater,22812,Residential
7,165,Para Bellum Ordnance Llc,No Business Name Provided,119 Millview Dr,Bridgewater,22812,Residential
1,165,"Deavers, Daniel Allen Jr",Trigger Happy Gun Repairs Llc,2368 Huff Trail,Broadway,22815,Business
1,165,Jim Bushong Auctioneer,No Business Name Provided,522a South Main Street,Broadway,22815,Residential
1,165,Brocks Gap Service Inc,No Business Name Provided,8399 Brocks Gap Rd,Broadway,228150000,Residential
1,165,Caves Outdoors Llc,No Business Name Provided,4757 Ottobine Rd,Dayton,22821,Residential
7,165,Blue Ridge Gun Works Llc,No Business Name Provided,9918 Doe Flats Lane,Dayton,22821,Residential
1,171,Laughlin Auctions Inc,No Business Name Provided,116 A North High St,Edinburg,22824,Residential
1,171,"Ritondale, Raymond Albert",Backwoods Gun Shop,207 Yellow Springs Rd,Edinburg,22824,Business
1,171,"Koontz, Justin Lee",No Business Name Provided,3292 Swover Creek Rd,Edinburg,22824,Residential
1,165,Eppard Guns Llc,No Business Name Provided,4378 Thoroughfare Rd ,Elkton,22827,Residential
1,165,"Patton, Bart Anthony",Patton Gunsmith Works,437 West Spotswood Trail,Elkton,22827,Business
1,165,"Eppard, Ronnie Wayne",No Business Name Provided,1930 Newtown Rd,Elkton,22827,Residential
7,165,"2a Training Center, Llc",No Business Name Provided,423 W Spotswood Trail,Elkton,22827,Residential
7,165,"Eric S Dean, Llc",Esd Arms,3116 Estates Drive,Elkton,22827,Business
1,165,Blue Ridge Outdoor Supplies,No Business Name Provided,423 West Spotswood Trail,Elkton,228270000,Residential
1,165,"Bennett, Fred Allen",No Business Name Provided,411 Jackson Ave,Elkton,228270000,Residential
1,165,Countryside Market Llc,Countryside Sporting Goods,105 E Spotswood Ave,Elkton,228271511,Business
1,165,"Custer, Gary Lee & Custer, Neil Wayne",No Business Name Provided,11634 Brocks Gap Rd,Fulks Run,22830,Residential
1,139,Fostac Arms Llc,No Business Name Provided,1190 Elgin Dr,Luray,22835,Residential
1,139,"Wal-Mart Stores East, Lp",Walmart #2564,1036 Us Highway 211 W,Luray,22835,Business
1,139,Alton Arms Llc,No Business Name Provided,439 Heritage Dr,Luray,22835,Residential
1,139,"Tactical Speed Shop, Llc",No Business Name Provided,35 East Main St,Luray,22835,Residential
6,139,Alton Arms Llc,No Business Name Provided,439 Heritage Dr,Luray,22835,Residential
7,139,Fostac Arms Llc,No Business Name Provided,1190 Elgin Dr,Luray,22835,Residential
7,139,"Allen, James S",Gewehr41 Com,15 Johnson Dr,Luray,22835,Business
7,139,"Glg20 G14 Classified, Llc",No Business Name Provided,35 E Main St,Luray,22835,Residential
1,139,"Henry, Douglas Amos",Mountain View Gun Shop,1163 Shenk Hollow Rd,Luray,228350000,Business
7,165,"Green, Andre",Ddt,8300 Rock Creek Rd,Mc Gaheysville,22840,Business
8,165,"Litchford, Mark M",Litchford,2246 Three Springs Rd,Mc Gaheysville,22840,Business
1,165,"Jeffrey S Evans And Associates, Inc",No Business Name Provided,2177 Green Valley Ln,Mt Crawford,22841,Residential
1,165,Green Valley Auctions And Moving Inc,No Business Name Provided,2259 Green Valley Ln,Mt Crawford,22841,Residential
1,165,Flying Rabbit Sporting Clays Llc,No Business Name Provided,5537 S Valley Pike,Mt Crawford,22841,Residential
1,171,"Ruby, Stanley",Mt Jackson Sporting Goods,6151 Main Street,Mount Jackson,22842,Business
1,171,"Blackman, Charles Brian & Melissa Ann",Bonnie Blue Arms Supply,5569 Main St,Mount Jackson,22842,Business
7,171,Atx Arms Llc,No Business Name Provided,11096 Senedo Rd,Mount Jackson,22842,Residential
8,171,Atx Arms Llc,No Business Name Provided,11096 Senedo Rd,Mount Jackson,22842,Residential
1,139,Watson's Firearm Solutions Llc,Watson's Firearm Solutions,2856 Fleeburg Rd,Shenandoah,22849,Business
1,139,"Rodgers, Stephen E",Steves Archery & Guns,261 Massanutten Ave,Shenandoah,228490000,Business
1,139,"Stoneberger, Ronnie A",Hidden Acres Guns,865-B Honeyville Road,Stanley,22851,Business
1,139,"Mills, Bernard Crosby",Bernies Bullets,5509 Ida Rd,Stanley,22851,Business
1,165,Wal-Mart Stores East Lp,Walmart #6952,375 S Main St,Timberville,22853,Business
1,165,Second Wind Firearms Inc,No Business Name Provided,161 Mccauley Dr,Timberville,22853,Residential
1,165,"Sonifrank, John Daniel",J D S  Firearms,16416 Forestville Rd,Timberville,22853,Business
1,165,Rockingham Cooperative Farm Bureau Inc,No Business Name Provided,368 5th Avenue,Timberville,228530000,Residential
1,3,Wal-Mart Stores East Lp,Walmart #1780,975 Hilton Heights Rd,Charlottesville,22901,Business
2,3,Tobeys Llc,Tobeys Pawn,612 West Rio Road,Charlottesville,22901,Business
7,3,Legal Gun Llc,Lg,2822 Free Union Rd,Charlottesville,22901,Business
1,3,"Shipe, James Roland Jr",Albemarle Law Enforcement Sales,2501 Bennington Rd,Charlottesville,229010000,Business
2,3,"Smart Pawn North Carolina, Llc",Snooky's Pawn Shop,102 E Main St,Charlottesville,22902,Business
9,540,Fedtribe Llc,No Business Name Provided,225a E Main St Ste 101,Charlottesville,22902,Residential
7,3,Classic American Gunsmith Llc,Cag,1382 Old Lynchburg Rd,Charlottesville,22903,Business
10,540,"Govsmart, Inc",Govsmart,715 Charlton Ave Ste 100,Charlottesville,22903,Business
1,540,"Woodzell, William Norris",Woodzell's,522 Shelton Mill Rd,Charlottesville,229030000,Business
1,540,"Rtc Sports, Inc",No Business Name Provided,715 Charlton Ave,Charlottesville,229030000,Residential
1,3,"Doubletap Shooting Supplies, Llc",Doubletap Shooting Supplies,3438 Preddy Creek Rd,Charlottesville,22911,Business
2,3,Tobey's Llc,Tobey's,105 Newhouse Drive,Charlottesville,22911,Business
7,125,"Zenith Firearms, Inc",Zenith Firearms,10517 Critzers Shop Road,Afton,22920,Business
8,125,Zenith Quest International Inc,Zqi,10517 Critzer Shop Rd,Afton,22920,Business
1,3,Jerry Dean Pownall,Barboursville Arms,3377 Burnley Station Road,Barboursville,229230000,Business
7,3,Eleven Bravo Tactical Llc,No Business Name Provided,498 St Francis Ave,Earlysville,22936,Residential
1,15,Dominion Outdoors Inc,Dominion Outdoors,15 Angela Court Ste A,Fishersville,22939,Business
1,15,Sh & S Firearme Llc ,Nox's Weapons,"1840 Jefferson Highway, Unit 102",Fishersville,22939,Business
7,15,Objective Industries Llc,No Business Name Provided,134 Expo Rd,Fishersville,22939,Residential
1,3,"Busardo, John Arthur Jr",Second War Weapons,7612 Gordonsville Rd,Gordonsville,22942,Business
1,109,"Cavalier Security Services, Llc",No Business Name Provided,365 Appalachian Lane,Zion Crossroads,22942,Residential
1,109,Wal-Mart Stores East Lp,Walmart #4682,164 Camp Creek Pkwy,Gordonsville,22942,Business
7,109,Crossroads Arms Llc,Crossroads Arms,64 Saint Andrews St,Zion Crossroads,22942,Business
1,137,"Welch, Thomas John",No Business Name Provided,6397 Tibbstown Rd,Gordonsville,22942,Residential
1,137,"Harlow, Gerald Wayne",Old Jubal Ltd,535 Columbia Rd,Zion Crossroads,22942,Business
1,3,High Tech Outdoors And Archery Llc,No Business Name Provided,3688 Richmond Rd,Keswick,22947,Residential
1,137,Three Oaks Cerakote Llc,No Business Name Provided,16214 Lindas Lane,Orange,22960,Residential
1,137,Gibson Auction Inc,No Business Name Provided,220 Byrd Street,Orange,22960,Residential
1,137,Ccls Incorporated,Outdoor Power Equipment,135 Berry Hill Rd Ste A,Orange,22960,Business
7,137,Old Dominion Defense Llc,No Business Name Provided,231 Daliah Way,Orange,22960,Residential
7,137,Three Oaks Cerakote Llc,Three Oaks Cerakote Llc,16214 Lindas Ln,Orange,22960,Business
7,137,Purcells Custom Firearms Inc,No Business Name Provided,102 S Madison Rd,Orange,22960,Residential
2,137,Terrapins Sports Sup Inc,No Business Name Provided,125 Madison Rd,Orange,229600000,Residential
1,65,Fluvanna Trading Post Llc,Fluvanna Trading Post,160 Cross Creek Way,Palmyra,22963,Business
1,65,"Novak, Mark Anthony",No Business Name Provided,24 Mecanop Court,Palmyra,22963,Residential
1,65,"Baker, Wayne D",Second Amendment,32 Overlook Circle Suite B,Palmyra,22963,Business
1,79,"Duddings Auction Service, Llc",No Business Name Provided,115 Ashley Ln,Ruckersville,22968,Residential
1,79,Benchblokz Llc,Mountain View Tactical Llc,72 Garden Ct,Ruckersville,22968,Business
1,79,Wal-Mart Stores East Lp,Walmart # 4638,135 Stoneridge Drive,Ruckersville,22968,Business
7,79,"Gunslinger Technology, Llc",No Business Name Provided,472 Carodon Drive,Ruckersville,22968,Residential
7,79,Big Iron Outdoors Llc,No Business Name Provided,15337 Spotswood Trail,Ruckersville,22968,Residential
7,79,Ashbury International Group Inc,Ashbury Precision Ordnance Mfg,385 Industrial Drive,Ruckersville,22968,Business
1,79,"Griswold, Richard A",Old Dominion Outfitters,82 Carodon Dr,Ruckersville,229680000,Business
8,79,"Ashbury International Group, Inc",Ashbury Precision Ordnance Mfg,385 Industrial Drive,Ruckersville,229682807,Business
1,65,"Gardner, Charles Wayne Sr",Beacon Arms,333 Creek Rd,Troy,22974,Business
1,109,"Freix, Gary W",Service Pro,1830 Buck Branch Dr,Troy,22974,Business
1,125,"Martin, Kenneth Eugene",Martins Custom Barrels & Chokes,546 Coxs Creek Lane,Tyro,22976,Business
2,15,Guns Guitars & More Llc,No Business Name Provided,300 N Poplar Ave,Waynesboro,22980,Residential
7,15,"Zenith Firearms, Inc",Zenith Firearms,1 Solutions Way,Waynesboro,22980,Business
7,15,Lbw Specialty Shooters Supply Llc,No Business Name Provided,942 Madrid Rd,Waynesboro,22980,Residential
1,820,"Firearms, Llc",Firearms Of Virginia,3100 Plantation Lane,Waynesboro,22980,Business
1,820,Wal-Mart Stores East Lp,Walmart #5117,116 Lucy Ln,Waynesboro,22980,Business
2,820,Full Circle Finance Inc,Valley Pawn,1321 West Broad Street,Waynesboro,22980,Business
7,820,"Tatum, Orlando",Red Caledonia/Rc,519 Edwardian Lane,Waynesboro,22980,Business
1,820,"Brooks, Rice",No Business Name Provided,740 Sidney St,Waynesboro,229800000,Residential
1,7,"Hoplites, Llc",Hoplites,10150 Old River Dr,Amelia,23002,Business
1,7,Kesler Arms Llc,No Business Name Provided,8940 Bevils Bridge Road,Amelia,23002,Residential
1,7,"Cary, Michael Alan",Mac Firearms & Transfers,18101 Genito Rd,Amelia,23002,Business
1,7,Backroads Outdoors Llc,Backroads Supply,9231 Amelia St,Amelia Court House,23002,Business
1,7,"Amiss, John Phillip Jr",Amiss Tactical Firearms,15490 Elm Cottage Road,Amelia,23002,Business
1,7,"Davis, Curtis Cornelious",Ccd Firearms,7140 Deep Creek Dr,Amelia Court House,23002,Business
1,7,Daves Sport Shop Llc,No Business Name Provided,11661 Eggleston Lane,Amelia,23002,Residential
1,7,"Rosebuds Outdoors, Llc",No Business Name Provided,16410 Church Street ,Amelia,23002,Residential
7,7,Mcclure Enterprises Llc,Mcclure Machine,4921 Cralles Rd,Amelia Court House,23002,Business
8,7,Amelia Tactical Llc,Amelia Tactical,12500 Spring Run Dr,Amelia Court House,23002,Business
1,7,"Williford, Coy Lee Jr",No Business Name Provided,10900 Greenfield Lane,Amelia,230020000,Residential
1,7,"Chamberlin, Brian L",No Business Name Provided,18100 Egglestetton Rd,Amelia Court House,230024927,Residential
1,85,"Lamb, Thomas Carroll",Antique Arms,14134 Blunts Bridge Rd,Ashland,23005,Business
1,85,Piperchase Llc,No Business Name Provided,14190 N Washington Hwy,Ashland,23005,Residential
1,85,Green Top Shooting Range Llc,Green Top Shooting Range,11547 Lakeridge Parkway,Ashland,23005,Business
1,85,Green Top Sporting Goods Corp,Green Top,10150 Lakeridge Parkway,Ashland,23005,Business
1,85,The Devils Grip Llc,No Business Name Provided,14486 Pinehurst Ln,Ashland,23005,Residential
1,85,Jewelry And Coin Exchange Llc,No Business Name Provided,535 South Washington Highway,Ashland,23005,Residential
1,85,Hi Caliber Manufacturing Llc,No Business Name Provided,11263 Airpark Rd Bldg B4,Ashland,23005,Residential
1,85,Bass Pro Outdoor World Llc-Hanover County,Bass Pro Shops Outdoor World #56,11550 Lakeridge Pkwy,Ashland,23005,Business
1,85,Littledudes Llc,Littledudes Firearm Sales And Transfers,13124 Fair Oaks Ln,Ashland,23005,Business
1,85,Ahl Inc,The American Historical Foundation,10195 Maple Leaf Court,Ashland,23005,Business
7,85,Hi Caliber Manufacturing Llc,No Business Name Provided,11263 Airpark Rd Bldg B4,Ashland,23005,Residential
7,85,Battleware Technologies Inc,No Business Name Provided,11263 Airpark Rd Bldg B4,Ashland,23005,Residential
7,85,"Beasley, Sidney Heiskell Iv",Southern Tactical,10365 Wood Park Court Suites 308 309 321 322,Ashland,23005,Business
7,85,Ashland Custom Muzzleloaders Llc,No Business Name Provided,10411 Dow Gill Rd,Ashland,23005,Residential
7,85,Classic Machine Inc,"Classic Machine & Engineering, Inc",10989 Richardson Road,Ashland,23005,Business
7,85,Lanneau Hauling Llc,Neau Arms & Ammo,10097 Patterson Park Rd  Unit 107,Ashland,23005,Business
8,85,"Beasley, Sidney Heiskell Iv",Southern Tactical,10370 Wood Park Court  Suite 407 & 408,Ashland,23005,Business
1,85,Brueckmann Enterprises Inc,Tba Machine,11263 Air Park Rd Building D,Ashland,230050000,Business
7,85,Ahl Inc,United States Society Of Arms & Armour,10226 Timber Ridge Dr,Ashland,230050000,Business
8,85,Ahl Inc,United States Society Of Arms & Armour,10226 Timber Ridge Dr,Ashland,230050000,Business
1,85,Ashland Alarm Inc,No Business Name Provided,17096 Beaver Dam Rd,Beaverdam,23015,Residential
1,85,J & S Gunsmith Llc,J & S Gunsmith Llc,2134 Ginger Ln,Beaverdam,23015,Business
7,85,Gadsden Guns Inc,No Business Name Provided,19392 Beaver Dam Rd,Beaverdam,23015,Residential
7,85,"Fop Enterprises, Llc",Castle Defense,17084 White Pine Rd,Beaverdam,23015,Business
7,65,"Sopht, Sean M And Sopht Zamora, Carol F",No Business Name Provided,265 South Creek Lane,Bremo Bluff,230222314,Residential
1,109,"Kies, David M",No Business Name Provided,299 Ivy Glen Ln,Bumpass,23024,Residential
1,109,"Willett, Russell Anthony",No Business Name Provided,740 Louisa Farms Ln,Bumpass,23024,Residential
7,109,"Sumner, Marc",Black Leaf Artisan,1247 Copper Line Road,Bumpass,23024,Business
7,109,Snowquarter Firearms Llc,No Business Name Provided,1253 Bumpass Rd,Bumpass,23024,Residential
1,49,"Lancaster, Ronald Duke",No Business Name Provided,54 Cartersville Road Ext,Cartersville,23027,Residential
7,49,Sams Custom Gunworks Llc,No Business Name Provided,254 Columbia Rd,Cartersville,23027,Residential
1,36,Amended Arms Llc,No Business Name Provided,5020 Barnetts Rd,Charles City,23030,Residential
1,36,"Woodall, Robert Alan",Tactical To Practical Arms,15800 Sandy Point Rd,Charles City,23030,Business
7,36,"R O F Mfg, Inc",R O F Mfg,18301 The Glebe Lane,Charles City,23030,Business
7,36,Stone Horse Llc,No Business Name Provided,600 B Roxbury Industrial Center,Charles City,23030,Residential
7,36,Walton Enterprizes Llc,357 Ring Of Fire Mfg,18301 The Glebe Lane,Charles City,23030,Business
7,75,Fast Point Firearms Llc,Fast Point Firearms - Goochland,5764 Community House Road,Columbia,23038,Business
1,75,Metropolitan Firearms Llc,No Business Name Provided,2101 Strawberry Run,Crozier,23039,Residential
1,49,Praevius Arms Llc,No Business Name Provided,2889 Cumberland Road,Cumberland,23040,Residential
2,49,Cumberland Va Pawn And Sales Llc,No Business Name Provided,1247b Anderson Hwy,Cumberland,23040,Residential
1,49,"Pylinski, Laurence",Pylinski Arms,967 Anderson Hwy,Cumberland,230400000,Business
1,73,"Harper, David W Ii",Harper & Son's Outdoors,10284 Vidaurri Ln,Dutton,23050,Business
7,65,Albemarle County Firearms Llc,No Business Name Provided,6672 James Madison Hwy Bldg 1,Fork Union,23055,Residential
7,65,"Red Arrow Weapons, Inc",No Business Name Provided,4683 James Madison Hwy Suite D,Fork Union,23055,Residential
1,85,"Dale, William Floyd Jr",Bdr Custom Guns,"11233 Washington Hwy, Bldg B",Glen Allen,23059,Business
1,85,"Swanson, Wayman",No Business Name Provided,15064 Ashland Road,Glen Allen,23059,Residential
7,85,Tti Intl Llc,Tti Intl,11233 Washington Hwy Bldg B,Glen Allen,23059,Business
7,85,Precision Outdoors Usa Llc,Pou,14660 Mountain Rd,Glen Allen,23059,Business
1,73,Wal-Mart Stores East Lp,Wal-Mart Store #1759,6819 Waltons Lane,Gloucester,23061,Business
1,73,"Stewart, Shantana Toom & Taylor, Rodney Edward",Rodney's Tactical Gunshop,6099 George Washington Memorial Hwy,Gloucester,23061,Business
1,73,Distributors Of Democracy Llc,Distributors Of Democracy,6211 Shady Ln,Gloucester,23061,Business
7,73,Distributors Of Democracy Llc,Distributors Of Democracy,6211 Shady Ln,Gloucester,23061,Business
7,73,Commonwealth Tactical Solutions Inc,No Business Name Provided,4316 Cohaven Lane,Gloucester,23061,Residential
2,73,Courthouse Pawnshop Inc,No Business Name Provided,6743 Main St,Gloucester,230610000,Residential
1,75,"Cerbo, Thomas Frederick",Tc Guns And Transfers,2542 Davis Mill Rd,Goochland,23063,Business
1,75,"Duvekot, Loren Theodore",No Business Name Provided,4500 Whitehall Rd,Goochland,23063,Residential
1,75,Armed Freedom Llc,Armed Freedom,3324 Tillar Ln,Goochland,23063,Business
7,75,Goochland Gun Works Llc,No Business Name Provided,2978 River Rd W,Goochland,23063,Residential
7,75,Blessings Of Liberty Llc,Land Warfare,1225 Lickinghole Road,Goochland,23063,Business
1,75,Steele Usa Llc,No Business Name Provided,3151 Three Chopt Rd,Gumspring,23065,Residential
1,85,"Mjf Consulting, Llc",No Business Name Provided,5643 Williamsville Acres Lane,Hanover,23069,Residential
7,85,"Drat Industries, Llc",Tyr Arms,12025 Colefield Drive,Hanover,23069,Business
1,73,"Pagano, Frank P",F&K Antiques,1923 Pine Ln,Hayes,23072,Business
1,73,"Justis, David L",J&D Sports,2724 Montgomery Dr,Hayes,23072,Business
1,73,"Cannon's Cannons, Llc",No Business Name Provided,3210 Friends Road,Hayes,23072,Residential
1,73,Hunters Heaven Inc,Hunters Heaven,3530 George Washington Memorial Highway,Hayes,23072,Business
2,73,"Gloucester Pawn, Inc",Gloucester Pawn,4946 George Washington Memorial Hwy,Hayes,23072,Business
